businessunit,calendarid,calendar,calendarid
dow_accountteam,dow_teammemberid,systemuser,systemuserid
dow_accountteam,modifiedby,systemuser,systemuserid
dow_accountteam,modifiedonbehalfby,systemuser,systemuserid
dow_accountteam,organizationid,organization,organizationid
dow_accountmanualsoldto,createdby,systemuser,systemuserid
dow_accountmanualsoldto,createdonbehalfby,systemuser,systemuserid
dow_accountmanualsoldto,dow_accountmanual,dow_accountmanual,dow_accountmanualid
dow_accountmanualsoldto,dow_soldto,account,accountid
dow_accountmanualsoldto,modifiedby,systemuser,systemuserid
dow_accountmanualsoldto,modifiedonbehalfby,systemuser,systemuserid
dow_accountmanualsoldto,owningbusinessunit,businessunit,businessunitid
dow_accountmanualsoldto,owningteam,team,teamid
dow_accountmanualsoldto,owninguser,systemuser,systemuserid
dow_accountmanualsoldto,ownerid,systemuser,
dow_accountmanualsoldto,ownerid,team,
dow_accountmanualproduct,createdby,systemuser,systemuserid
dow_accountmanualproduct,createdonbehalfby,systemuser,systemuserid
dow_accountmanualproduct,dow_accountmanualtoaccountmanualproid,dow_accountmanual,dow_accountmanualid
dow_accountmanualproduct,dow_existingproductname,product,productid
dow_accountmanualproduct,dow_logisticscontact,contact,contactid
dow_accountmanualproduct,dow_planner,contact,contactid
dow_accountmanualproduct,dow_productname,product,productid
dow_accountmanualproduct,modifiedby,systemuser,systemuserid
dow_accountmanualproduct,modifiedonbehalfby,systemuser,systemuserid
dow_accountmanualproduct,owningbusinessunit,businessunit,businessunitid
dow_accountmanualproduct,owningteam,team,teamid
dow_accountmanualproduct,owninguser,systemuser,systemuserid
dow_accountmanualproduct,ownerid,systemuser,
dow_accountmanualproduct,ownerid,team,
dow_attributecategory,createdby,systemuser,systemuserid
dow_attributecategory,createdonbehalfby,systemuser,systemuserid
dow_attributecategory,dow_businessunit,businessunit,businessunitid
dow_attributecategory,modifiedby,systemuser,systemuserid
dow_attributecategory,modifiedonbehalfby,systemuser,systemuserid
dow_attributecategory,organizationid,organization,organizationid
competitor,createdby,systemuser,systemuserid
competitor,createdonbehalfby,systemuser,
competitor,modifiedby,systemuser,systemuserid
competitor,modifiedonbehalfby,systemuser,
competitor,organizationid,organization,organizationid
competitor,transactioncurrencyid,transactioncurrency,
dow_attributecategoryvalue,createdby,systemuser,systemuserid
dow_attributecategoryvalue,createdonbehalfby,systemuser,systemuserid
dow_attributecategoryvalue,dow_account,account,accountid
dow_attributecategoryvalue,dow_attributecategory,dow_attributecategory,dow_attributecategoryid
dow_attributecategoryvalue,dow_attributevalue,dow_attributevalue,dow_attributevalueid
dow_attributecategoryvalue,dow_businessunit,businessunit,businessunitid
dow_attributecategoryvalue,dow_contactid,contact,contactid
dow_attributecategoryvalue,dow_opportunityid,opportunity,opportunityid
dow_attributecategoryvalue,modifiedby,systemuser,systemuserid
dow_attributecategoryvalue,modifiedonbehalfby,systemuser,systemuserid
dow_attributecategoryvalue,owningbusinessunit,businessunit,businessunitid
dow_attributecategoryvalue,owningteam,team,teamid
dow_attributecategoryvalue,owninguser,systemuser,systemuserid
dow_attributecategoryvalue,ownerid,systemuser,
dow_attributecategoryvalue,ownerid,team,
dow_attributevalue,createdby,systemuser,systemuserid
dow_attributevalue,createdonbehalfby,systemuser,systemuserid
dow_attributevalue,dow_attributecategory,dow_attributecategory,dow_attributecategoryid
dow_attributevalue,dow_businessunit,businessunit,businessunitid
dow_attributevalue,modifiedby,systemuser,systemuserid
dow_attributevalue,modifiedonbehalfby,systemuser,systemuserid
dow_attributevalue,organizationid,organization,organizationid
dow_caseproduct,createdby,systemuser,systemuserid
dow_caseproduct,createdonbehalfby,systemuser,systemuserid
dow_caseproduct,dow_case,incident,incidentid
dow_caseproduct,dow_product,product,productid
dow_caseproduct,dow_productlist,pricelevel,pricelevelid
dow_caseproduct,dow_unit,uom,uomid
dow_caseproduct,modifiedby,systemuser,systemuserid
dow_caseproduct,modifiedonbehalfby,systemuser,systemuserid
dow_caseproduct,owningbusinessunit,businessunit,businessunitid
dow_caseproduct,owningteam,team,teamid
dow_caseproduct,owninguser,systemuser,systemuserid
dow_caseproduct,transactioncurrencyid,transactioncurrency,transactioncurrencyid
dow_caseproduct,ownerid,systemuser,
dow_caseproduct,ownerid,team,
dow_contractglobalbusinessunit,createdby,systemuser,systemuserid
dow_contractglobalbusinessunit,createdonbehalfby,systemuser,systemuserid
dow_contractglobalbusinessunit,dow_globalbusinessunit,businessunit,businessunitid
dow_contractglobalbusinessunit,modifiedby,systemuser,systemuserid
dow_contractglobalbusinessunit,modifiedonbehalfby,systemuser,systemuserid
dow_contractglobalbusinessunit,owningbusinessunit,businessunit,businessunitid
dow_contractglobalbusinessunit,owningteam,team,teamid
dow_contractglobalbusinessunit,owninguser,systemuser,systemuserid
dow_contractglobalbusinessunit,ownerid,systemuser,
dow_contractglobalbusinessunit,ownerid,team,
dow_country,createdby,systemuser,systemuserid
dow_country,createdonbehalfby,systemuser,systemuserid
dow_country,modifiedby,systemuser,systemuserid
dow_country,modifiedonbehalfby,systemuser,systemuserid
dow_country,organizationid,organization,organizationid
dow_contractproduct,createdby,systemuser,systemuserid
dow_contractproduct,createdonbehalfby,systemuser,systemuserid
dow_contractproduct,dow_country,dow_country,dow_countryid
dow_contractproduct,dow_product,product,productid
dow_contractproduct,dow_productterm,dow_productterm,dow_producttermid
dow_contractproduct,dow_salescontract,dow_salescontract,dow_salescontractid
dow_contractproduct,modifiedby,systemuser,systemuserid
dow_contractproduct,modifiedonbehalfby,systemuser,systemuserid
dow_contractproduct,owningbusinessunit,businessunit,businessunitid
dow_contractproduct,owningteam,team,teamid
dow_contractproduct,owninguser,systemuser,systemuserid
dow_contractproduct,ownerid,systemuser,
dow_contractproduct,ownerid,team,
dow_county,createdby,systemuser,systemuserid
dow_county,createdonbehalfby,systemuser,systemuserid
dow_county,dow_state,dow_state,dow_stateid
dow_county,modifiedby,systemuser,systemuserid
dow_county,modifiedonbehalfby,systemuser,systemuserid
dow_county,owningbusinessunit,businessunit,businessunitid
dow_county,owningteam,team,teamid
dow_county,owninguser,systemuser,systemuserid
dow_county,ownerid,systemuser,
dow_county,ownerid,team,
dow_casetype,createdby,systemuser,systemuserid
dow_casetype,createdonbehalfby,systemuser,systemuserid
dow_casetype,dow_parentcasetype,dow_casetype,dow_casetypeid
dow_casetype,modifiedby,systemuser,systemuserid
dow_casetype,modifiedonbehalfby,systemuser,systemuserid
dow_casetype,owningbusinessunit,businessunit,businessunitid
dow_casetype,owningteam,team,teamid
dow_casetype,owninguser,systemuser,systemuserid
dow_casetype,ownerid,systemuser,
dow_casetype,ownerid,team,
dow_innovationproject,createdby,systemuser,systemuserid
dow_innovationproject,createdonbehalfby,systemuser,systemuserid
dow_innovationproject,dow_businessgroupid,businessunit,businessunitid
dow_innovationproject,dow_businessunitid,businessunit,businessunitid
dow_innovationproject,modifiedby,systemuser,systemuserid
dow_innovationproject,modifiedonbehalfby,systemuser,systemuserid
dow_innovationproject,organizationid,organization,organizationid
dow_innovationproject,transactioncurrencyid,transactioncurrency,transactioncurrencyid
dow_dowbusinessmarket,createdby,systemuser,systemuserid
dow_dowbusinessmarket,createdonbehalfby,systemuser,systemuserid
dow_dowbusinessmarket,dow_businessgroup,businessunit,businessunitid
dow_dowbusinessmarket,dow_groupid,businessunit,businessunitid
dow_dowbusinessmarket,dow_parentmarket,dow_dowbusinessmarket,dow_dowbusinessmarketid
dow_dowbusinessmarket,modifiedby,systemuser,systemuserid
dow_dowbusinessmarket,modifiedonbehalfby,systemuser,systemuserid
dow_dowbusinessmarket,organizationid,organization,organizationid
dow_leadproduct,createdby,systemuser,systemuserid
dow_leadproduct,createdonbehalfby,systemuser,systemuserid
dow_leadproduct,dow_lead,lead,leadid
dow_leadproduct,dow_product,product,productid
dow_leadproduct,dow_productlist,pricelevel,pricelevelid
dow_leadproduct,dow_unit,uom,uomid
dow_leadproduct,modifiedby,systemuser,systemuserid
dow_leadproduct,modifiedonbehalfby,systemuser,systemuserid
dow_leadproduct,owningbusinessunit,businessunit,businessunitid
dow_leadproduct,owningteam,team,teamid
dow_leadproduct,owninguser,systemuser,systemuserid
dow_leadproduct,transactioncurrencyid,transactioncurrency,transactioncurrencyid
dow_leadproduct,ownerid,systemuser,
dow_leadproduct,ownerid,team,
dow_legalentity,createdby,systemuser,systemuserid
dow_legalentity,createdonbehalfby,systemuser,systemuserid
dow_legalentity,modifiedby,systemuser,systemuserid
dow_legalentity,modifiedonbehalfby,systemuser,systemuserid
dow_legalentity,owningbusinessunit,businessunit,businessunitid
dow_legalentity,owningteam,team,teamid
dow_legalentity,owninguser,systemuser,systemuserid
dow_legalentity,ownerid,systemuser,
dow_legalentity,ownerid,team,
dow_link,createdby,systemuser,systemuserid
dow_link,createdonbehalfby,systemuser,systemuserid
dow_link,dow_account,account,accountid
dow_link,dow_businessgroup,businessunit,businessunitid
dow_link,modifiedby,systemuser,systemuserid
dow_link,modifiedonbehalfby,systemuser,systemuserid
dow_link,owningbusinessunit,businessunit,businessunitid
dow_link,owningteam,team,teamid
dow_link,owninguser,systemuser,systemuserid
dow_link,ownerid,systemuser,
dow_link,ownerid,team,
dow_productterm,createdby,systemuser,systemuserid
dow_productterm,createdonbehalfby,systemuser,systemuserid
dow_productterm,dow_producttermsid,dow_salescontract,dow_salescontractid
dow_productterm,modifiedby,systemuser,systemuserid
dow_productterm,modifiedonbehalfby,systemuser,systemuserid
dow_productterm,owningbusinessunit,businessunit,businessunitid
dow_productterm,owningteam,team,teamid
dow_productterm,owninguser,systemuser,systemuserid
dow_productterm,ownerid,systemuser,
dow_productterm,ownerid,team,
dow_salesaid,createdby,systemuser,systemuserid
dow_salesaid,createdonbehalfby,systemuser,systemuserid
dow_salesaid,modifiedby,systemuser,systemuserid
dow_salesaid,modifiedonbehalfby,systemuser,systemuserid
dow_salesaid,owningbusinessunit,businessunit,businessunitid
dow_salesaid,owningteam,team,teamid
dow_salesaid,owninguser,systemuser,systemuserid
dow_salesaid,regardingobjectid,account,
dow_salesaid,regardingobjectid,adx_invitation,
dow_salesaid,regardingobjectid,bookableresourcebooking,
dow_salesaid,regardingobjectid,bookableresourcebookingheader,
dow_salesaid,regardingobjectid,bulkoperation,
dow_salesaid,regardingobjectid,campaign,
dow_salesaid,regardingobjectid,campaignactivity,
dow_salesaid,regardingobjectid,cnx_finesseserver,
dow_salesaid,regardingobjectid,cnx_servicelayout,
dow_salesaid,regardingobjectid,contact,
dow_salesaid,regardingobjectid,contract,
dow_salesaid,regardingobjectid,docusign_user,
dow_salesaid,regardingobjectid,dow_accountmanual,
dow_salesaid,regardingobjectid,dow_accountmanualordertemplate,
dow_salesaid,regardingobjectid,dow_accountmanualproduct,
dow_salesaid,regardingobjectid,dow_accountmanualshipto,
dow_salesaid,regardingobjectid,dow_accountmanualsoldto,
dow_salesaid,regardingobjectid,dow_accountplan,
dow_salesaid,regardingobjectid,dow_attributemappingentity,
dow_salesaid,regardingobjectid,dow_casetype,
dow_salesaid,regardingobjectid,dow_competitiveanalysis,
dow_salesaid,regardingobjectid,dow_county,
dow_salesaid,regardingobjectid,dow_financials,
dow_salesaid,regardingobjectid,dow_globalsalestargets,
dow_salesaid,regardingobjectid,dow_goals,
dow_salesaid,regardingobjectid,dow_quantifiedvalueproposition,
dow_salesaid,regardingobjectid,dow_reportofcall,
dow_salesaid,regardingobjectid,dow_salescontract,
dow_salesaid,regardingobjectid,dow_salesregion,
dow_salesaid,regardingobjectid,dow_sampleproductlineitem,
dow_salesaid,regardingobjectid,dow_state,
dow_salesaid,regardingobjectid,entitlement,
dow_salesaid,regardingobjectid,entitlementtemplate,
dow_salesaid,regardingobjectid,incident,
dow_salesaid,regardingobjectid,interactionforemail,
dow_salesaid,regardingobjectid,invoice,
dow_salesaid,regardingobjectid,knowledgearticle,
dow_salesaid,regardingobjectid,knowledgebaserecord,
dow_salesaid,regardingobjectid,lead,
dow_salesaid,regardingobjectid,msdyn_customerasset,
dow_salesaid,regardingobjectid,msdyn_playbookinstance,
dow_salesaid,regardingobjectid,msdyn_postalbum,
dow_salesaid,regardingobjectid,msdyn_salessuggestion,
dow_salesaid,regardingobjectid,msdyn_swarm,
dow_salesaid,regardingobjectid,mspp_adplacement,
dow_salesaid,regardingobjectid,mspp_pollplacement,
dow_salesaid,regardingobjectid,mspp_publishingstatetransitionrule,
dow_salesaid,regardingobjectid,mspp_redirect,
dow_salesaid,regardingobjectid,mspp_shortcut,
dow_salesaid,regardingobjectid,mspp_website,
dow_salesaid,regardingobjectid,opportunity,
dow_salesaid,regardingobjectid,quote,
dow_salesaid,regardingobjectid,salesorder,
dow_salesaid,regardingobjectid,site,
dow_salesaid,sendermailboxid,mailbox,mailboxid
dow_salesaid,serviceid,service,serviceid
dow_salesaid,slaid,sla,slaid
dow_salesaid,slainvokedid,sla,slaid
dow_salesaid,transactioncurrencyid,transactioncurrency,transactioncurrencyid
dow_salesaid,ownerid,systemuser,
dow_salesaid,ownerid,team,
dow_salesaid,bcc,account,
dow_salesaid,bcc,contact,
dow_salesaid,bcc,lead,
dow_salesaid,bcc,systemuser,
dow_salesaid,cc,account,
dow_salesaid,cc,contact,
dow_salesaid,cc,lead,
dow_salesaid,cc,systemuser,
dow_salesaid,customers,account,
dow_salesaid,customers,contact,
dow_salesaid,from,account,
dow_salesaid,from,contact,
dow_salesaid,from,lead,
dow_salesaid,from,systemuser,
dow_salesaid,optionalattendees,account,
dow_salesaid,optionalattendees,contact,
dow_salesaid,optionalattendees,docusign_accountconfiguration,
dow_salesaid,optionalattendees,entitlement,
dow_salesaid,optionalattendees,equipment,
dow_salesaid,optionalattendees,knowledgearticle,
dow_salesaid,optionalattendees,lead,
dow_salesaid,optionalattendees,msdyn_salessuggestion,
dow_salesaid,optionalattendees,queue,
dow_salesaid,optionalattendees,systemuser,
dow_salesaid,optionalattendees,unresolvedaddress,
dow_salesaid,organizer,systemuser,
dow_salesaid,partners,account,
dow_salesaid,partners,contact,
dow_salesaid,requiredattendees,account,
dow_salesaid,requiredattendees,contact,
dow_salesaid,requiredattendees,docusign_accountconfiguration,
dow_salesaid,requiredattendees,entitlement,
dow_salesaid,requiredattendees,equipment,
dow_salesaid,requiredattendees,knowledgearticle,
dow_salesaid,requiredattendees,lead,
dow_salesaid,requiredattendees,msdyn_salessuggestion,
dow_salesaid,requiredattendees,queue,
dow_salesaid,requiredattendees,systemuser,
dow_salesaid,requiredattendees,unresolvedaddress,
dow_salesaid,resources,equipment,
dow_salesaid,resources,systemuser,
dow_salesaid,to,account,
dow_salesaid,to,contact,
dow_salesaid,to,lead,
dow_salesaid,to,systemuser,
dow_salesaid,regardingobjectid,dow_userbackup,dow_userbackupid
dow_reportofcall,createdby,systemuser,systemuserid
dow_reportofcall,createdonbehalfby,systemuser,systemuserid
dow_reportofcall,dow_application,dow_dowbusinessmarket,dow_dowbusinessmarketid
dow_reportofcall,dow_business,businessunit,businessunitid
dow_reportofcall,dow_businessgroupid,businessunit,businessunitid
dow_reportofcall,dow_businessmarketid,dow_dowbusinessmarket,dow_dowbusinessmarketid
dow_reportofcall,dow_businesssegmentid,businessunit,businessunitid
dow_reportofcall,dow_callreportid1,account,accountid
dow_reportofcall,dow_clone_source_callreportid,dow_reportofcall,dow_reportofcallid
dow_reportofcall,dow_marketsegmentparent,dow_dowbusinessmarket,dow_dowbusinessmarketid
dow_reportofcall,dow_reportsofcallsid,account,accountid
dow_reportofcall,modifiedby,systemuser,systemuserid
dow_reportofcall,modifiedonbehalfby,systemuser,systemuserid
dow_reportofcall,owningbusinessunit,businessunit,businessunitid
dow_reportofcall,owningteam,team,teamid
dow_reportofcall,owninguser,systemuser,systemuserid
dow_reportofcall,ownerid,systemuser,
dow_reportofcall,ownerid,team,
dow_salescontract,createdby,systemuser,systemuserid
dow_salescontract,createdonbehalfby,systemuser,systemuserid
dow_salescontract,dow_amendedcontract,dow_salescontract,dow_salescontractid
dow_salescontract,dow_contractfocalpoint,systemuser,systemuserid
dow_salescontract,dow_globalbusiness,businessunit,businessunitid
dow_salescontract,dow_industryapplication,dow_dowbusinessmarket,dow_dowbusinessmarketid
dow_salescontract,dow_originalcontract,dow_salescontract,dow_salescontractid
dow_salescontract,dow_previouscustomermanager,systemuser,systemuserid
dow_salescontract,dow_primarycustomer,account,accountid
dow_salescontract,dow_requestingcustomermanager,systemuser,systemuserid
dow_salescontract,modifiedby,systemuser,systemuserid
dow_salescontract,modifiedonbehalfby,systemuser,systemuserid
dow_salescontract,owningbusinessunit,businessunit,businessunitid
dow_salescontract,owningteam,team,teamid
dow_salescontract,owninguser,systemuser,systemuserid
dow_salescontract,transactioncurrencyid,transactioncurrency,transactioncurrencyid
dow_salescontract,ownerid,systemuser,
dow_salescontract,ownerid,team,
dow_salesregion,createdby,systemuser,systemuserid
dow_salesregion,createdonbehalfby,systemuser,systemuserid
dow_salesregion,dow_businessgroupid,businessunit,businessunitid
dow_salesregion,modifiedby,systemuser,systemuserid
dow_salesregion,modifiedonbehalfby,systemuser,systemuserid
dow_salesregion,organizationid,organization,organizationid
dow_sampleproductlineitem,createdby,systemuser,systemuserid
dow_sampleproductlineitem,createdonbehalfby,systemuser,systemuserid
dow_sampleproductlineitem,dow_product,product,productid
dow_sampleproductlineitem,dow_sample,dow_sample,activityid
dow_sampleproductlineitem,modifiedby,systemuser,systemuserid
dow_sampleproductlineitem,modifiedonbehalfby,systemuser,systemuserid
dow_sampleproductlineitem,organizationid,organization,organizationid
dow_sample,createdby,systemuser,systemuserid
dow_sample,createdonbehalfby,systemuser,systemuserid
dow_sample,dow_account,account,accountid
dow_sample,dow_endusecustomer,account,accountid
dow_sample,modifiedby,systemuser,systemuserid
dow_sample,modifiedonbehalfby,systemuser,systemuserid
dow_sample,owningbusinessunit,businessunit,businessunitid
dow_sample,owningteam,team,teamid
dow_sample,owninguser,systemuser,systemuserid
dow_sample,regardingobjectid,account,
dow_sample,regardingobjectid,adx_invitation,
dow_sample,regardingobjectid,bookableresourcebooking,
dow_sample,regardingobjectid,bookableresourcebookingheader,
dow_sample,regardingobjectid,bulkoperation,
dow_sample,regardingobjectid,campaign,
dow_sample,regardingobjectid,campaignactivity,
dow_sample,regardingobjectid,cnx_finesseserver,
dow_sample,regardingobjectid,cnx_servicelayout,
dow_sample,regardingobjectid,contact,
dow_sample,regardingobjectid,contract,
dow_sample,regardingobjectid,docusign_user,
dow_sample,regardingobjectid,dow_accountmanual,
dow_sample,regardingobjectid,dow_accountmanualordertemplate,
dow_sample,regardingobjectid,dow_accountmanualproduct,
dow_sample,regardingobjectid,dow_accountmanualshipto,
dow_sample,regardingobjectid,dow_accountmanualsoldto,
dow_sample,regardingobjectid,dow_accountplan,
dow_sample,regardingobjectid,dow_attributemappingentity,
dow_sample,regardingobjectid,dow_casetype,
dow_sample,regardingobjectid,dow_competitiveanalysis,
dow_sample,regardingobjectid,dow_county,
dow_sample,regardingobjectid,dow_financials,
dow_sample,regardingobjectid,dow_globalsalestargets,
dow_sample,regardingobjectid,dow_goals,
dow_sample,regardingobjectid,dow_quantifiedvalueproposition,
dow_sample,regardingobjectid,dow_reportofcall,
dow_sample,regardingobjectid,dow_salescontract,
dow_sample,regardingobjectid,dow_salesregion,
dow_sample,regardingobjectid,dow_sampleproductlineitem,
dow_sample,regardingobjectid,dow_state,
dow_sample,regardingobjectid,entitlement,
dow_sample,regardingobjectid,entitlementtemplate,
dow_sample,regardingobjectid,incident,
dow_sample,regardingobjectid,interactionforemail,
dow_sample,regardingobjectid,invoice,
dow_sample,regardingobjectid,knowledgearticle,
dow_sample,regardingobjectid,knowledgebaserecord,
dow_sample,regardingobjectid,lead,
dow_sample,regardingobjectid,msdyn_customerasset,
dow_sample,regardingobjectid,msdyn_playbookinstance,
dow_sample,regardingobjectid,msdyn_postalbum,
dow_sample,regardingobjectid,msdyn_salessuggestion,
dow_sample,regardingobjectid,msdyn_swarm,
dow_sample,regardingobjectid,mspp_adplacement,
dow_sample,regardingobjectid,mspp_pollplacement,
dow_sample,regardingobjectid,mspp_publishingstatetransitionrule,
dow_sample,regardingobjectid,mspp_redirect,
dow_sample,regardingobjectid,mspp_shortcut,
dow_sample,regardingobjectid,mspp_website,
dow_sample,regardingobjectid,opportunity,
dow_sample,regardingobjectid,quote,
dow_sample,regardingobjectid,salesorder,
dow_sample,regardingobjectid,site,
dow_sample,sendermailboxid,mailbox,mailboxid
dow_sample,serviceid,service,serviceid
dow_sample,slaid,sla,slaid
dow_sample,slainvokedid,sla,slaid
dow_sample,transactioncurrencyid,transactioncurrency,transactioncurrencyid
dow_sample,ownerid,systemuser,
dow_sample,ownerid,team,
dow_sample,bcc,account,
dow_sample,bcc,contact,
dow_sample,bcc,lead,
dow_sample,bcc,systemuser,
dow_sample,cc,account,
dow_sample,cc,contact,
dow_sample,cc,lead,
dow_sample,cc,systemuser,
dow_sample,customers,account,
dow_sample,customers,contact,
dow_sample,from,account,
dow_sample,from,contact,
dow_sample,from,lead,
dow_sample,from,systemuser,
dow_sample,optionalattendees,account,
dow_sample,optionalattendees,contact,
dow_sample,optionalattendees,docusign_accountconfiguration,
dow_sample,optionalattendees,entitlement,
dow_sample,optionalattendees,equipment,
dow_sample,optionalattendees,knowledgearticle,
dow_sample,optionalattendees,lead,
dow_sample,optionalattendees,msdyn_salessuggestion,
dow_sample,optionalattendees,queue,
dow_sample,optionalattendees,systemuser,
dow_sample,optionalattendees,unresolvedaddress,
dow_sample,organizer,systemuser,
dow_sample,partners,account,
dow_sample,partners,contact,
dow_sample,requiredattendees,account,
dow_sample,requiredattendees,contact,
dow_sample,requiredattendees,docusign_accountconfiguration,
dow_sample,requiredattendees,entitlement,
dow_sample,requiredattendees,equipment,
dow_sample,requiredattendees,knowledgearticle,
dow_sample,requiredattendees,lead,
dow_sample,requiredattendees,msdyn_salessuggestion,
dow_sample,requiredattendees,queue,
dow_sample,requiredattendees,systemuser,
dow_sample,requiredattendees,unresolvedaddress,
dow_sample,resources,equipment,
dow_sample,resources,systemuser,
dow_sample,to,account,
dow_sample,to,contact,
dow_sample,to,lead,
dow_sample,to,systemuser,
dow_sample,regardingobjectid,dow_userbackup,dow_userbackupid
dow_state,createdby,systemuser,systemuserid
dow_state,createdonbehalfby,systemuser,systemuserid
dow_state,dow_country,dow_country,dow_countryid
dow_state,modifiedby,systemuser,systemuserid
dow_state,modifiedonbehalfby,systemuser,systemuserid
dow_state,owningbusinessunit,businessunit,businessunitid
dow_state,owningteam,team,teamid
dow_state,owninguser,systemuser,systemuserid
dow_state,ownerid,systemuser,
dow_state,ownerid,team,
email,acceptingentityid,queue,queueid
email,acceptingentityid,systemuser,systemuserid
email,correlatedactivityid,email,activityid
email,createdby,systemuser,systemuserid
email,createdonbehalfby,systemuser,systemuserid
email,dow_business,businessunit,businessunitid
email,dow_businessgroup,businessunit,businessunitid
email,emailsender,account,accountid
email,emailsender,contact,contactid
email,emailsender,equipment,equipmentid
email,emailsender,lead,leadid
email,emailsender,queue,queueid
email,emailsender,systemuser,systemuserid
email,modifiedby,systemuser,systemuserid
email,modifiedonbehalfby,systemuser,systemuserid
email,owningbusinessunit,businessunit,businessunitid
email,owningteam,team,teamid
email,owninguser,systemuser,systemuserid
email,parentactivityid,email,activityid
email,receivingmailboxid,mailbox,mailboxid
email,regardingobjectid,account,
email,regardingobjectid,adx_invitation,
email,regardingobjectid,asyncoperation,
email,regardingobjectid,bookableresourcebooking,
email,regardingobjectid,bookableresourcebookingheader,
email,regardingobjectid,bulkoperation,
email,regardingobjectid,campaign,
email,regardingobjectid,campaignactivity,
email,regardingobjectid,cnx_finesseserver,
email,regardingobjectid,cnx_servicelayout,
email,regardingobjectid,contact,
email,regardingobjectid,contract,
email,regardingobjectid,docusign_user,
email,regardingobjectid,dow_accountmanual,
email,regardingobjectid,dow_accountmanualordertemplate,
email,regardingobjectid,dow_accountmanualproduct,
email,regardingobjectid,dow_accountmanualshipto,
email,regardingobjectid,dow_accountmanualsoldto,
email,regardingobjectid,dow_accountplan,
email,regardingobjectid,dow_attributemappingentity,
email,regardingobjectid,dow_casetype,
email,regardingobjectid,dow_competitiveanalysis,
email,regardingobjectid,dow_county,
email,regardingobjectid,dow_financials,
email,regardingobjectid,dow_globalsalestargets,
email,regardingobjectid,dow_goals,
email,regardingobjectid,dow_quantifiedvalueproposition,
email,regardingobjectid,dow_reportofcall,
email,regardingobjectid,dow_salescontract,
email,regardingobjectid,dow_salesregion,
email,regardingobjectid,dow_sampleproductlineitem,
email,regardingobjectid,dow_state,
email,regardingobjectid,entitlement,entitlementid
email,regardingobjectid,entitlementtemplate,entitlementtemplateid
email,regardingobjectid,incident,
email,regardingobjectid,invoice,
email,regardingobjectid,knowledgearticle,
email,regardingobjectid,knowledgebaserecord,
email,regardingobjectid,lead,
email,regardingobjectid,msdyn_customerasset,
email,regardingobjectid,msdyn_playbookinstance,
email,regardingobjectid,msdyn_postalbum,
email,regardingobjectid,msdyn_salessuggestion,
email,regardingobjectid,msdyn_swarm,
email,regardingobjectid,mspp_adplacement,
email,regardingobjectid,mspp_pollplacement,
email,regardingobjectid,mspp_publishingstatetransitionrule,
email,regardingobjectid,mspp_redirect,
email,regardingobjectid,mspp_shortcut,
email,regardingobjectid,mspp_website,
email,regardingobjectid,opportunity,
email,regardingobjectid,quote,
email,regardingobjectid,salesorder,
email,regardingobjectid,site,
email,sendermailboxid,mailbox,mailboxid
email,sendersaccount,account,accountid
email,serviceid,service,serviceid
