businessunit,calendarid,calendar,calendarid
email,slaid,sla,slaid
email,slainvokedid,sla,slaid
email,templateid,template,templateid
email,transactioncurrencyid,transactioncurrency,transactioncurrencyid
email,ownerid,systemuser,
email,ownerid,team,
email,bcc,account,
email,bcc,contact,
email,bcc,docusign_accountconfiguration,
email,bcc,entitlement,
email,bcc,equipment,
email,bcc,knowledgearticle,
email,bcc,lead,
email,bcc,msdyn_salessuggestion,
email,bcc,queue,
email,bcc,systemuser,
email,bcc,unresolvedaddress,
email,bcc,opportunity,
email,cc,account,
email,cc,contact,
email,cc,docusign_accountconfiguration,
email,cc,entitlement,
email,cc,equipment,
email,cc,knowledgearticle,
email,cc,lead,
email,cc,msdyn_salessuggestion,
email,cc,queue,
email,cc,systemuser,
email,cc,unresolvedaddress,
email,cc,opportunity,
email,from,queue,
email,from,systemuser,
email,from,contact,
email,from,opportunity,
email,from,lead,
email,from,account,
email,related,account,
email,related,campaign,
email,related,campaignactivity,
email,related,contact,
email,related,contract,
email,related,docusign_accountconfiguration,
email,related,entitlement,
email,related,equipment,
email,related,incident,
email,related,invoice,
email,related,knowledgearticle,
email,related,lead,
email,related,msdyn_salessuggestion,
email,related,opportunity,
email,related,queue,
email,related,quote,
email,related,salesorder,
email,related,systemuser,
email,related,unresolvedaddress,
email,to,account,
email,to,contact,
email,to,docusign_accountconfiguration,
email,to,entitlement,
email,to,equipment,
email,to,knowledgearticle,
email,to,lead,
email,to,msdyn_salessuggestion,
email,to,queue,
email,to,systemuser,
email,to,unresolvedaddress,
email,to,opportunity,
email,regardingobjectid,dow_userbackup,
incident,accountid,account,
incident,contactid,contact,
incident,contractdetailid,contractdetail,contractdetailid
incident,contractid,contract,contractid
incident,createdby,systemuser,systemuserid
incident,createdbyexternalparty,externalparty,externalpartyid
incident,createdonbehalfby,systemuser,systemuserid
incident,dow_application,dow_dowbusinessmarket,dow_dowbusinessmarketid
incident,dow_businessgroup,businessunit,businessunitid
incident,dow_businesslookup,businessunit,businessunitid
incident,dow_businesssegment,businessunit,businessunitid
incident,dow_campaign,campaign,campaignid
incident,dow_casedetail,dow_casetype,dow_casetypeid
incident,dow_caseid,account,accountid
incident,dow_casetype,dow_casetype,dow_casetypeid
incident,dow_category,dow_casetype,dow_casetypeid
incident,dow_cc_causecodegroup,dow_casecausefail,dow_casecausefailid
incident,dow_cc_causecodetext,dow_casecausefail,dow_casecausefailid
incident,dow_contact2,contact,contactid
incident,dow_contactid,contact,contactid
incident,dow_countrylookup,dow_country,dow_countryid
incident,dow_enteredby,contact,contactid
incident,dow_marketsegment,dow_dowbusinessmarket,dow_dowbusinessmarketid
incident,dow_marketsegmentparent,dow_dowbusinessmarket,dow_dowbusinessmarketid
incident,dow_material,product,productid
incident,dow_orderid,salesorder,salesorderid
incident,dow_ownerteam,team,teamid
incident,dow_previousowner,systemuser,systemuserid
incident,dow_productlist,pricelevel,pricelevelid
incident,dow_qncoordinator,contact,contactid
incident,dow_regardinglead,lead,leadid
incident,dow_requestor,contact,contactid
incident,dow_salesdocumentitemlookup,salesorderdetail,salesorderdetailid
incident,dow_salesregion,dow_salesregion,dow_salesregionid
incident,dow_secondpreviousowner,systemuser,systemuserid
incident,dow_secondresponsebykpiid,slakpiinstance,slakpiinstanceid
incident,dow_seller,systemuser,systemuserid
incident,dow_soldtoname,account,accountid
incident,dow_taskowner,contact,contactid
incident,entitlementid,entitlement,entitlementid
incident,existingcase,incident,incidentid
incident,firstresponsebykpiid,slakpiinstance,slakpiinstanceid
incident,kbarticleid,kbarticle,kbarticleid
incident,masterid,incident,incidentid
incident,modifiedby,systemuser,systemuserid
incident,modifiedbyexternalparty,externalparty,externalpartyid
incident,modifiedonbehalfby,systemuser,systemuserid
incident,msdyn_iotalert,msdyn_iotalert,msdyn_iotalertid
incident,owningbusinessunit,businessunit,businessunitid
incident,owningteam,team,teamid
incident,owninguser,systemuser,systemuserid
incident,parentcaseid,incident,incidentid
incident,primarycontactid,contact,contactid
incident,productid,product,productid
incident,resolvebykpiid,slakpiinstance,slakpiinstanceid
incident,responsiblecontactid,contact,contactid
incident,slaid,sla,slaid
incident,slainvokedid,sla,slaid
incident,socialprofileid,socialprofile,socialprofileid
incident,subjectid,subject,subjectid
incident,transactioncurrencyid,transactioncurrency,transactioncurrencyid
incident,ownerid,systemuser,
incident,ownerid,team,
incident,customerid,account,accountid
incident,customerid,contact,contactid
listmember,createdby,systemuser,systemuserid
listmember,createdonbehalfby,systemuser,systemuserid
listmember,entityid,account,
listmember,entityid,contact,
listmember,entityid,lead,
listmember,listid,list,
listmember,modifiedby,systemuser,systemuserid
listmember,modifiedonbehalfby,systemuser,systemuserid
listmember,ownerid,systemuser,
listmember,ownerid,team,
lead,accountid,account,
lead,campaignid,campaign,campaignid
lead,contactid,contact,
lead,createdby,systemuser,systemuserid
lead,createdonbehalfby,systemuser,systemuserid
lead,dow_application,dow_dowbusinessmarket,dow_dowbusinessmarketid
lead,dow_business,businessunit,businessunitid
lead,dow_businessgroup,businessunit,businessunitid
lead,dow_businesssegment,businessunit,businessunitid
lead,dow_clonedfrom,lead,leadid
lead,dow_country,dow_country,dow_countryid
lead,dow_county,dow_county,dow_countyid
lead,dow_countyassignment,dow_county,dow_countyid
lead,dow_endusecustomer,account,accountid
lead,dow_marketsegment,dow_dowbusinessmarket,dow_dowbusinessmarketid
lead,dow_marketsegmentparent,dow_dowbusinessmarket,dow_dowbusinessmarketid
lead,dow_productlist,pricelevel,pricelevelid
lead,dow_productuselocationcountry,dow_country,dow_countryid
lead,dow_productuselocationcounty,dow_county,dow_countyid
lead,dow_productuselocationstate,dow_state,dow_stateid
lead,dow_salesregion,dow_salesregion,dow_salesregionid
lead,dow_stateassignment,dow_state,dow_stateid
lead,masterid,lead,leadid
lead,modifiedby,systemuser,systemuserid
lead,modifiedonbehalfby,systemuser,systemuserid
lead,msdyn_leadkpiid,msdyn_leadkpiitem,msdyn_leadkpiitemid
lead,msdyn_predictivescoreid,msdyn_predictivescore,msdyn_predictivescoreid
lead,msdyn_segmentid,msdyn_segment,msdyn_segmentid
lead,originatingcaseid,incident,incidentid
lead,owningbusinessunit,businessunit,businessunitid
lead,owningteam,team,teamid
lead,owninguser,systemuser,systemuserid
lead,parentaccountid,account,accountid
lead,parentcontactid,contact,contactid
lead,qualifyingopportunityid,opportunity,
lead,relatedobjectid,campaignresponse,activityid
lead,slaid,sla,slaid
lead,slainvokedid,sla,slaid
lead,transactioncurrencyid,transactioncurrency,transactioncurrencyid
lead,zift_lead_partner,account,accountid
lead,ownerid,systemuser,
lead,ownerid,team,
lead,customerid,account,accountid
lead,customerid,contact,contactid
dow_statustracking,createdby,systemuser,systemuserid
dow_statustracking,createdonbehalfby,systemuser,systemuserid
dow_statustracking,dow_case,incident,incidentid
dow_statustracking,dow_lead,lead,leadid
dow_statustracking,dow_ownerteam,team,teamid
dow_statustracking,modifiedby,systemuser,systemuserid
dow_statustracking,modifiedonbehalfby,systemuser,systemuserid
dow_statustracking,owningbusinessunit,businessunit,businessunitid
dow_statustracking,owningteam,team,teamid
dow_statustracking,owninguser,systemuser,systemuserid
dow_statustracking,ownerid,systemuser,
dow_statustracking,ownerid,team,
incidentresolution,createdby,systemuser,systemuserid
incidentresolution,createdbyexternalparty,externalparty,externalpartyid
incidentresolution,createdonbehalfby,systemuser,systemuserid
incidentresolution,incidentid,incident,incidentid
incidentresolution,modifiedby,systemuser,systemuserid
incidentresolution,modifiedbyexternalparty,externalparty,externalpartyid
incidentresolution,modifiedonbehalfby,systemuser,systemuserid
incidentresolution,owningbusinessunit,businessunit,businessunitid
incidentresolution,owningteam,team,teamid
incidentresolution,owninguser,systemuser,systemuserid
incidentresolution,regardingobjectid,account,accountid
incidentresolution,regardingobjectid,bookableresourcebooking,bookableresourcebookingid
incidentresolution,regardingobjectid,bookableresourcebookingheader,bookableresourcebookingheaderid
incidentresolution,regardingobjectid,bulkoperation,activityid
incidentresolution,regardingobjectid,campaign,campaignid
incidentresolution,regardingobjectid,campaignactivity,activityid
incidentresolution,regardingobjectid,entitlement,entitlementid
incidentresolution,regardingobjectid,entitlementtemplate,entitlementtemplateid
incidentresolution,regardingobjectid,interactionforemail,interactionforemailid
incidentresolution,regardingobjectid,knowledgearticle,knowledgearticleid
incidentresolution,regardingobjectid,knowledgebaserecord,knowledgebaserecordid
incidentresolution,regardingobjectid,lead,leadid
incidentresolution,sendermailboxid,mailbox,mailboxid
incidentresolution,serviceid,service,serviceid
incidentresolution,slaid,sla,slaid
incidentresolution,slainvokedid,sla,slaid
incidentresolution,transactioncurrencyid,transactioncurrency,transactioncurrencyid
incidentresolution,ownerid,systemuser,
incidentresolution,ownerid,team,
incidentresolution,bcc,account,
incidentresolution,bcc,contact,
incidentresolution,bcc,lead,
incidentresolution,bcc,systemuser,
incidentresolution,cc,account,
incidentresolution,cc,contact,
incidentresolution,cc,lead,
incidentresolution,cc,systemuser,
incidentresolution,customers,account,
incidentresolution,customers,contact,
incidentresolution,from,account,
incidentresolution,from,contact,
incidentresolution,from,lead,
incidentresolution,from,systemuser,
incidentresolution,optionalattendees,account,
incidentresolution,optionalattendees,contact,
incidentresolution,optionalattendees,lead,
incidentresolution,optionalattendees,systemuser,
incidentresolution,organizer,systemuser,
incidentresolution,partners,account,
incidentresolution,partners,contact,
incidentresolution,requiredattendees,account,
incidentresolution,requiredattendees,contact,
incidentresolution,requiredattendees,lead,
incidentresolution,requiredattendees,systemuser,
incidentresolution,resources,equipment,
incidentresolution,resources,systemuser,
incidentresolution,to,account,
incidentresolution,to,contact,
incidentresolution,to,lead,
incidentresolution,to,systemuser,
list,createdby,systemuser,systemuserid
list,createdonbehalfby,systemuser,systemuserid
list,dow_account,account,accountid
list,modifiedby,systemuser,systemuserid
list,modifiedonbehalfby,systemuser,systemuserid
list,owningbusinessunit,businessunit,businessunitid
list,owningteam,team,teamid
list,owninguser,systemuser,systemuserid
list,transactioncurrencyid,transactioncurrency,transactioncurrencyid
list,ownerid,systemuser,
list,ownerid,team,
opportunityproduct,createdby,systemuser,
opportunityproduct,createdonbehalfby,systemuser,
opportunityproduct,dow_dowcompetitor,competitor,competitorid
opportunityproduct,dow_leadproduct,dow_leadproduct,dow_leadproductid
opportunityproduct,dow_productlist,pricelevel,pricelevelid
opportunityproduct,modifiedby,systemuser,
opportunityproduct,modifiedonbehalfby,systemuser,systemuserid
opportunityproduct,opportunityid,opportunity,opportunityid
opportunityproduct,owningteam,team,teamid
opportunityproduct,parentbundleidref,opportunityproduct,
opportunityproduct,productid,product,productid
opportunityproduct,transactioncurrencyid,transactioncurrency,
opportunityproduct,uomid,uom,uomid
opportunityproduct,ownerid,systemuser,
opportunityproduct,ownerid,team,
phonecall,createdby,systemuser,systemuserid
phonecall,createdonbehalfby,systemuser,systemuserid
phonecall,dow_business,businessunit,businessunitid
phonecall,dow_businessgroup,businessunit,businessunitid
phonecall,modifiedby,systemuser,systemuserid
phonecall,modifiedonbehalfby,systemuser,systemuserid
phonecall,owningbusinessunit,businessunit,businessunitid
phonecall,owningteam,team,teamid
phonecall,owninguser,systemuser,systemuserid
phonecall,regardingobjectid,account,
phonecall,regardingobjectid,adx_invitation,
phonecall,regardingobjectid,bookableresourcebooking,
phonecall,regardingobjectid,bookableresourcebookingheader,
phonecall,regardingobjectid,bulkoperation,
phonecall,regardingobjectid,campaign,
phonecall,regardingobjectid,campaignactivity,
phonecall,regardingobjectid,cnx_finesseserver,
phonecall,regardingobjectid,cnx_servicelayout,
phonecall,regardingobjectid,contact,
phonecall,regardingobjectid,contract,
phonecall,regardingobjectid,docusign_user,
phonecall,regardingobjectid,dow_accountmanual,
phonecall,regardingobjectid,dow_accountmanualordertemplate,
phonecall,regardingobjectid,dow_accountmanualproduct,
phonecall,regardingobjectid,dow_accountmanualshipto,
phonecall,regardingobjectid,dow_accountmanualsoldto,
phonecall,regardingobjectid,dow_accountplan,
phonecall,regardingobjectid,dow_attributemappingentity,
phonecall,regardingobjectid,dow_casetype,
phonecall,regardingobjectid,dow_competitiveanalysis,
phonecall,regardingobjectid,dow_county,
phonecall,regardingobjectid,dow_financials,
phonecall,regardingobjectid,dow_globalsalestargets,
phonecall,regardingobjectid,dow_goals,
phonecall,regardingobjectid,dow_quantifiedvalueproposition,
phonecall,regardingobjectid,dow_reportofcall,
phonecall,regardingobjectid,dow_salescontract,
phonecall,regardingobjectid,dow_salesregion,
phonecall,regardingobjectid,dow_sampleproductlineitem,
phonecall,regardingobjectid,dow_state,
phonecall,regardingobjectid,entitlement,
phonecall,regardingobjectid,entitlementtemplate,
phonecall,regardingobjectid,incident,
phonecall,regardingobjectid,invoice,
phonecall,regardingobjectid,knowledgearticle,
phonecall,regardingobjectid,knowledgebaserecord,
phonecall,regardingobjectid,lead,
phonecall,regardingobjectid,msdyn_customerasset,
phonecall,regardingobjectid,msdyn_playbookinstance,
phonecall,regardingobjectid,msdyn_postalbum,
phonecall,regardingobjectid,msdyn_salessuggestion,
phonecall,regardingobjectid,msdyn_swarm,
phonecall,regardingobjectid,mspp_adplacement,
phonecall,regardingobjectid,mspp_pollplacement,
phonecall,regardingobjectid,mspp_publishingstatetransitionrule,
phonecall,regardingobjectid,mspp_redirect,
phonecall,regardingobjectid,mspp_shortcut,
phonecall,regardingobjectid,mspp_website,
phonecall,regardingobjectid,opportunity,
phonecall,regardingobjectid,quote,
phonecall,regardingobjectid,salesorder,
phonecall,regardingobjectid,site,
phonecall,serviceid,service,serviceid
phonecall,slaid,sla,slaid
phonecall,slainvokedid,sla,slaid
phonecall,transactioncurrencyid,transactioncurrency,transactioncurrencyid
phonecall,ownerid,systemuser,
phonecall,ownerid,team,
phonecall,from,account,
phonecall,from,contact,
phonecall,from,lead,
phonecall,from,systemuser,
phonecall,to,account,
phonecall,to,contact,
phonecall,to,lead,
phonecall,to,systemuser,
phonecall,regardingobjectid,dow_userbackup,dow_userbackupid
slakpiinstance,createdby,systemuser,systemuserid
slakpiinstance,createdonbehalfby,systemuser,systemuserid
slakpiinstance,modifiedby,systemuser,systemuserid
slakpiinstance,modifiedonbehalfby,systemuser,systemuserid
slakpiinstance,msdyn_slaitemid,slaitem,slaitemid
slakpiinstance,owningbusinessunit,businessunit,businessunitid
slakpiinstance,regarding,incident,incidentid
slakpiinstance,transactioncurrencyid,transactioncurrency,transactioncurrencyid
slakpiinstance,ownerid,systemuser,
role,businessunitid,businessunit,businessunitid
role,createdby,systemuser,systemuserid
role,createdonbehalfby,systemuser,systemuserid
role,modifiedby,systemuser,systemuserid
role,modifiedonbehalfby,systemuser,systemuserid
role,parentroleid,role,roleid
role,parentrootroleid,role,roleid
role,roletemplateid,roletemplate,
product,createdby,systemuser,systemuserid
product,createdbyexternalparty,externalparty,externalpartyid
product,createdonbehalfby,systemuser,systemuserid
product,defaultuomid,uom,uomid
product,defaultuomscheduleid,uomschedule,uomscheduleid
product,dow_newbusinessgroupid,businessunit,businessunitid
product,dow_parentproductid,product,productid
product,modifiedby,systemuser,systemuserid
product,modifiedbyexternalparty,externalparty,externalpartyid
product,modifiedonbehalfby,systemuser,systemuserid
product,organizationid,organization,organizationid
product,parentproductid,product,
product,pricelevelid,pricelevel,pricelevelid
product,subjectid,subject,subjectid
product,transactioncurrencyid,transactioncurrency,transactioncurrencyid
salesorder,accountid,account,
salesorder,campaignid,campaign,campaignid
salesorder,contactid,contact,
salesorder,createdby,systemuser,systemuserid
salesorder,createdonbehalfby,systemuser,systemuserid
salesorder,dow_enteredby,systemuser,systemuserid
salesorder,dow_orderid,account,accountid
salesorder,dow_seller,systemuser,systemuserid
salesorder,dow_shiptocountry,dow_country,dow_countryid
salesorder,dow_shiptoname,account,accountid
salesorder,dow_soldtocountry,dow_country,dow_countryid
salesorder,dow_soldtoparty,account,accountid
salesorder,dow_ygpartner,systemuser,systemuserid
salesorder,dow_zepartner,systemuser,systemuserid
salesorder,modifiedby,systemuser,systemuserid
salesorder,modifiedonbehalfby,systemuser,systemuserid
salesorder,opportunityid,opportunity,opportunityid
salesorder,owningbusinessunit,businessunit,businessunitid
salesorder,owningteam,team,teamid
salesorder,owninguser,systemuser,systemuserid
salesorder,pricelevelid,pricelevel,pricelevelid
salesorder,quoteid,quote,quoteid
salesorder,slaid,sla,slaid
salesorder,slainvokedid,sla,slaid
salesorder,transactioncurrencyid,transactioncurrency,transactioncurrencyid
salesorder,ownerid,systemuser,
salesorder,ownerid,team,
salesorder,customerid,account,accountid
salesorder,customerid,contact,contactid
opportunity,accountid,account,
opportunity,campaignid,campaign,campaignid
opportunity,contactid,contact,
opportunity,createdby,systemuser,systemuserid
opportunity,createdonbehalfby,systemuser,systemuserid
opportunity,dow_application,dow_dowbusinessmarket,dow_dowbusinessmarketid
opportunity,dow_associatedgoalid,dow_goals,dow_goalsid
opportunity,dow_brandownerlookup,account,accountid
opportunity,dow_business,businessunit,businessunitid
opportunity,dow_businessgroupid,businessunit,businessunitid
opportunity,dow_businesssegmentid,businessunit,businessunitid
opportunity,dow_caclaimer,systemuser,systemuserid
opportunity,dow_campaign,campaign,campaignid
opportunity,dow_cloneopportunityid,opportunity,opportunityid
opportunity,dow_countryofinvoice,dow_country,dow_countryid
opportunity,dow_createdbyreporting,systemuser,systemuserid
opportunity,dow_endusecustomer,account,accountid
opportunity,dow_innovationprojectid,dow_innovationproject,dow_innovationprojectid
opportunity,dow_marketid,dow_dowbusinessmarket,dow_dowbusinessmarketid
opportunity,dow_marketsegmentparent,dow_dowbusinessmarket,dow_dowbusinessmarketid
opportunity,dow_ownedby,systemuser,systemuserid
opportunity,dow_primarycontactid,contact,contactid
opportunity,dow_primarysalesprofessionalid,systemuser,systemuserid
opportunity,dow_productuselocationcountry,dow_country,dow_countryid
opportunity,dow_productuselocationcounty,dow_county,dow_countyid
opportunity,dow_productuselocationstate,dow_state,dow_stateid
opportunity,dow_salesregionid,dow_salesregion,dow_salesregionid
opportunity,dow_transplantexportingcountry,dow_country,dow_countryid
opportunity,dow_transplantimportingcountry,dow_country,dow_countryid
opportunity,dow_tsdname,systemuser,systemuserid
opportunity,modifiedby,systemuser,systemuserid
opportunity,modifiedonbehalfby,systemuser,systemuserid
opportunity,msdyn_opportunitykpiid,msdyn_opportunitykpiitem,msdyn_opportunitykpiitemid
opportunity,msdyn_predictivescoreid,msdyn_predictivescore,msdyn_predictivescoreid
opportunity,msdyn_segmentid,msdyn_segment,msdyn_segmentid
opportunity,originatingleadid,lead,leadid
opportunity,owningbusinessunit,businessunit,businessunitid
opportunity,owningteam,team,teamid
opportunity,owninguser,systemuser,systemuserid
opportunity,parentaccountid,account,accountid
opportunity,parentcontactid,contact,contactid
opportunity,pricelevelid,pricelevel,pricelevelid
opportunity,slaid,sla,
opportunity,slainvokedid,sla,
opportunity,transactioncurrencyid,transactioncurrency,transactioncurrencyid
opportunity,zift_deal_partner,account,accountid
opportunity,ownerid,systemuser,
opportunity,ownerid,team,
opportunity,customerid,account,accountid
opportunity,customerid,contact,contactid
systemuser,businessunitid,businessunit,businessunitid
systemuser,calendarid,calendar,calendarid
systemuser,cnx_finesseserver,cnx_finesseserver,cnx_finesseserverid
systemuser,cnx_servicelayout,cnx_servicelayout,cnx_servicelayoutid
systemuser,createdby,systemuser,systemuserid
systemuser,createdonbehalfby,systemuser,systemuserid
systemuser,defaultmailbox,mailbox,mailboxid
systemuser,dow_business,businessunit,businessunitid
systemuser,dow_salesregion,dow_salesregion,dow_salesregionid
systemuser,mobileofflineprofileid,mobileofflineprofile,mobileofflineprofileid
systemuser,modifiedby,systemuser,systemuserid
systemuser,modifiedonbehalfby,systemuser,systemuserid
systemuser,msdyn_defaultpresenceiduser,msdyn_presence,msdyn_presenceid
systemuser,parentsystemuserid,systemuser,systemuserid
systemuser,positionid,position,positionid
systemuser,queueid,queue,queueid
systemuser,siteid,site,siteid
systemuser,territoryid,territory,territoryid
systemuser,transactioncurrencyid,transactioncurrency,transactioncurrencyid
team,administratorid,systemuser,systemuserid
team,businessunitid,businessunit,businessunitid
team,createdby,systemuser,systemuserid
team,createdonbehalfby,systemuser,systemuserid
team,delegatedauthorizationid,delegatedauthorization,delegatedauthorizationid
team,modifiedby,systemuser,systemuserid
team,modifiedonbehalfby,systemuser,systemuserid
team,queueid,queue,queueid
team,regardingobjectid,dow_salescontract,dow_salescontractid
team,regardingobjectid,knowledgearticle,knowledgearticleid
team,regardingobjectid,opportunity,opportunityid
team,teamtemplateid,teamtemplate,teamtemplateid
team,transactioncurrencyid,transactioncurrency,transactioncurrencyid
task,createdby,systemuser,systemuserid
task,createdonbehalfby,systemuser,systemuserid
task,dow_business,businessunit,businessunitid
task,dow_businessgroup,businessunit,businessunitid
task,modifiedby,systemuser,systemuserid
task,modifiedonbehalfby,systemuser,systemuserid
task,owningbusinessunit,businessunit,businessunitid
task,owningteam,team,teamid
task,owninguser,systemuser,systemuserid
task,regardingobjectid,account,
task,regardingobjectid,adx_invitation,
task,regardingobjectid,bookableresourcebooking,
task,regardingobjectid,bookableresourcebookingheader,
task,regardingobjectid,campaign,
task,regardingobjectid,campaignactivity,
task,regardingobjectid,cnx_finesseserver,
task,regardingobjectid,cnx_servicelayout,
task,regardingobjectid,contact,
task,regardingobjectid,contract,
task,regardingobjectid,docusign_user,
task,regardingobjectid,dow_accountmanual,
task,regardingobjectid,dow_accountmanualordertemplate,
task,regardingobjectid,dow_accountmanualproduct,
task,regardingobjectid,dow_accountmanualshipto,
task,regardingobjectid,dow_accountmanualsoldto,
task,regardingobjectid,dow_accountplan,
task,regardingobjectid,dow_attributemappingentity,
task,regardingobjectid,dow_casetype,
task,regardingobjectid,dow_competitiveanalysis,
task,regardingobjectid,dow_county,
task,regardingobjectid,dow_financials,
task,regardingobjectid,dow_globalsalestargets,
task,regardingobjectid,dow_goals,
task,regardingobjectid,dow_quantifiedvalueproposition,
task,regardingobjectid,dow_reportofcall,
task,regardingobjectid,dow_salescontract,
task,regardingobjectid,dow_salesregion,
task,regardingobjectid,dow_sampleproductlineitem,
task,regardingobjectid,dow_state,
task,regardingobjectid,entitlement,
task,regardingobjectid,entitlementtemplate,
task,regardingobjectid,incident,
task,regardingobjectid,invoice,
task,regardingobjectid,knowledgearticle,
task,regardingobjectid,knowledgebaserecord,
task,regardingobjectid,lead,
task,regardingobjectid,msdyn_customerasset,
task,regardingobjectid,msdyn_playbookinstance,
task,regardingobjectid,msdyn_postalbum,
task,regardingobjectid,msdyn_salessuggestion,
task,regardingobjectid,msdyn_swarm,
task,regardingobjectid,mspp_adplacement,
task,regardingobjectid,mspp_pollplacement,
task,regardingobjectid,mspp_publishingstatetransitionrule,
task,regardingobjectid,mspp_redirect,
task,regardingobjectid,mspp_shortcut,
task,regardingobjectid,mspp_website,
task,regardingobjectid,opportunity,
task,regardingobjectid,quote,
task,regardingobjectid,salesorder,
task,regardingobjectid,site,
task,serviceid,service,serviceid
task,slaid,sla,slaid
task,slainvokedid,sla,slaid
task,transactioncurrencyid,transactioncurrency,transactioncurrencyid
task,ownerid,systemuser,
task,ownerid,team,
task,regardingobjectid,dow_userbackup,
task,regardingobjectid,bulkoperation,activityid
transactioncurrency,createdby,systemuser,systemuserid
transactioncurrency,createdonbehalfby,systemuser,systemuserid
transactioncurrency,modifiedby,systemuser,systemuserid
transactioncurrency,modifiedonbehalfby,systemuser,systemuserid
transactioncurrency,organizationid,organization,organizationid
salesorderdetail,createdby,systemuser,systemuserid
salesorderdetail,createdonbehalfby,systemuser,systemuserid
salesorderdetail,dow_plantcountry,dow_country,dow_countryid
salesorderdetail,modifiedby,systemuser,systemuserid
salesorderdetail,modifiedonbehalfby,systemuser,systemuserid
salesorderdetail,owningteam,team,teamid
salesorderdetail,parentbundleidref,salesorderdetail,salesorderdetailid
salesorderdetail,productid,product,productid
salesorderdetail,quotedetailid,quotedetail,quotedetailid
salesorderdetail,salesorderid,salesorder,salesorderid
salesorderdetail,salesrepid,systemuser,systemuserid
salesorderdetail,transactioncurrencyid,transactioncurrency,transactioncurrencyid
salesorderdetail,uomid,uom,uomid
salesorderdetail,ownerid,systemuser,
salesorderdetail,ownerid,team,
uom,baseuom,uom,uomid
uom,createdby,systemuser,systemuserid
uom,createdbyexternalparty,externalparty,externalpartyid
uom,createdonbehalfby,systemuser,systemuserid
uom,modifiedby,systemuser,systemuserid
uom,modifiedbyexternalparty,externalparty,externalpartyid
uom,modifiedonbehalfby,systemuser,systemuserid
uom,uomscheduleid,uomschedule,uomscheduleid
